PersonRegistrationAddressRegion,CreditHistoryLast2MonthCreditsCount,CreditHistoryActiveCreditsOverdueCount,CreditHistoryTotalPastDueAmount,CreditHistoryActiveCreditsOneMonthOverdueCount,CreditHistoryActiveCreditsTwoMonthsOverdueCount,CreditHistoryActiveCreditsMoreThreeMonthsOverdueCount,FsspActiveCreditDebtAmount,FsspActiveDebtAmount,loan_approve
52.0,1.0,1.0,1344.0,1.0,0.0,0.0,0.0,8173.37,0.0
50.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74.0,3.0,0.0,47470.92,0.0,0.0,0.0,0.0,0.0,1.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34931.99,0.0
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,19.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,2.0,17309.0,1.0,0.0,1.0,23418.38,19983.15,0.0
59.0,0.0,0.0,31816.69,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,6.0,2.0,3.57,2.0,0.0,0.0,0.0,0.0,0.0
36.0,4.0,23.0,217163.0,17.0,5.0,1.0,0.0,0.0,0.0
77.0,3.0,1.0,91048.0,0.0,0.0,1.0,0.0,0.0,0.0
77.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30934.48,0.0
61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,5.0,10.0,96070.0,6.0,4.0,0.0,0.0,0.0,0.0
35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,16.0,8.0,127130.0,6.0,2.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,15.0,0.0,5792.0,0.0,0.0,0.0,0.0,0.0,1.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77.0,9.0,1.0,74991.0,0.0,0.0,1.0,0.0,0.0,0.0
25.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28508.0,0.0
66.0,0.0,2.0,1182.0,2.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,11.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,44.0,0.0,38.0,4.0,2.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,33.0,25530.0,24.0,6.0,3.0,0.0,39518.64,0.0
63.0,1.0,11.0,165044.0,7.0,2.0,2.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,2.0,16183.8,0.0,0.0,2.0,1.05,1999.85,0.0
67.0,28.0,1.0,25660.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,19.0,3.0,56582.0,3.0,0.0,0.0,0.0,0.0,0.0
12.0,2.0,2.0,20900.0,0.0,0.0,2.0,0.0,650.28,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,6.0,106816.0,0.0,0.0,6.0,0.0,0.0,0.0
77.0,8.0,2.0,5309.0,2.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73476.89,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,13.0,9.0,52670.0,7.0,0.0,2.0,0.0,0.0,0.0
76.0,20.0,3.0,80071.0,3.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,6.0,804855.0,1.0,0.0,5.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,1.0,6.0,14030.0,3.0,1.0,2.0,0.0,24440.24,0.0
52.0,42.0,3.0,9500.0,3.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,1.0,3.0,126690.0,0.0,1.0,2.0,0.0,159865.79,0.0
26.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,16.0,101217.0,8.0,1.0,7.0,67747.43,7375.56,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
42.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,5.0,7306.49,1.0,2.0,2.0,0.0,500.0,0.0
50.0,3.0,3.0,10901.0,2.0,0.0,1.0,0.0,2979.55,0.0
24.0,0.0,6.0,12298.0,6.0,0.0,0.0,0.0,0.0,0.0
34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,2.0,23702.0,0.0,0.0,2.0,0.0,0.0,0.0
71.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,3.0,63705.0,2.0,0.0,1.0,0.0,13427.41,0.0
16.0,31.0,1.0,194535.0,1.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,4.0,15.0,175433.0,3.0,3.0,9.0,0.0,0.0,0.0
77.0,0.0,1.0,3930.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
72.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,1.0,3500.0,0.0,0.0,1.0,0.0,28808.7,0.0
66.0,9.0,1.0,6300.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,8.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
63.0,10.0,3.0,65278.0,3.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,10.0,2.0,19720.0,2.0,0.0,0.0,0.0,0.0,0.0
58.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218621.6,0.0
66.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77.0,1.0,3.0,198245.21,2.0,0.0,1.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,1.0,12370.0,1.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,4.0,2.0,17088.0,2.0,0.0,0.0,0.0,46612.54,0.0
63.0,0.0,1.0,2986.0,1.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,14.0,2.0,97563.0,0.0,2.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,20.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930178.22,0.0
2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,3.0,54636.0,0.0,0.0,3.0,65219.45,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
63.0,44.0,0.0,37564.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40.0,21.0,12.0,126682.0,12.0,0.0,0.0,0.0,0.0,0.0
36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,2.0,33171.0,0.0,0.0,2.0,33833.88,0.0,0.0
55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8443.44,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,3644405.62,42489.27,0.0
77.0,0.0,1.0,262786.0,1.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,1.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,2.0,474508.0,0.0,0.0,2.0,13305.9,18038.36,0.0
78.0,39.0,4.0,4240.0,4.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10697.61,0.0
55.0,2.0,0.0,34716.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,15.0,10.0,109302.0,10.0,0.0,0.0,0.0,0.0,0.0
59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,20.0,3.0,66332.0,3.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
23.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,24.0,4.0,108954.0,1.0,0.0,3.0,0.0,0.0,0.0
25.0,0.0,12.0,161991.89,1.0,0.0,11.0,4626.92,9471.52,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,11.0,78349.0,3.0,2.0,6.0,0.0,9542.16,0.0
72.0,17.0,2.0,249581.0,2.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,3.0,89178.0,0.0,0.0,3.0,0.0,0.0,0.0
13.0,17.0,9.0,26533.0,7.0,2.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,2.0,32429.46,0.0,0.0,2.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24756.61,0.0
72.0,0.0,1.0,14687.0,0.0,0.0,1.0,0.0,16719.57,0.0
78.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,2.0,17009.73,1.0,0.0,1.0,0.0,5240.4,1.0
34.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,4.0,20900.0,1.0,2.0,1.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,15.0,1.0,515790.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,31.0,4.0,31920.0,4.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,10.0,31207.0,9.0,0.0,1.0,0.0,0.0,0.0
38.0,1.0,1.0,8161.81,0.0,1.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5178.58,0.0
77.0,4.0,2.0,2751.0,2.0,0.0,0.0,0.0,0.0,0.0
66.0,28.0,9.0,252094.0,7.0,1.0,1.0,0.0,0.0,0.0
48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15397.67,0.0
18.0,25.0,30.0,981.0,26.0,3.0,1.0,0.0,41115.89,0.0
77.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78.0,0.0,1.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75630.87,0.0
23.0,0.0,4.0,60887.0,3.0,1.0,0.0,0.0,0.0,0.0
56.0,0.0,3.0,74104.0,0.0,0.0,3.0,0.0,26251.48,0.0
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,68.0,1.0,32117.0,0.0,0.0,1.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8684.64,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0
66.0,24.0,10.0,14484.0,10.0,0.0,0.0,0.0,5080.83,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,6.0,22.0,317857.0,21.0,1.0,0.0,0.0,0.0,0.0
62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,21.0,4.0,114308.0,4.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,6.0,82931.0,0.0,2.0,4.0,17775.92,0.0,0.0
8.0,0.0,6.0,101947.0,4.0,0.0,2.0,0.0,10000.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,2.0,64200.0,0.0,0.0,2.0,0.0,2000.0,0.0
54.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
24.0,11.0,1.0,46778.65,1.0,0.0,0.0,0.0,0.0,0.0
62.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37.0,19.0,3.0,117375.0,3.0,0.0,0.0,0.0,0.0,0.0
50.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,5.0,16623.0,4.0,0.0,1.0,0.0,0.0,0.0
66.0,0.0,4.0,78402.0,2.0,1.0,1.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32.0,12.0,1.0,3125.0,1.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,2.0,5309.0,0.0,0.0,2.0,0.0,68883.95,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,1.0,5200.0,0.0,0.0,1.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,113487.82,0.0
26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,14.0,6.0,133495.0,5.0,0.0,1.0,0.0,0.0,0.0
50.0,0.0,2.0,1050846.13,0.0,0.0,2.0,0.0,66286.0,0.0
2.0,0.0,17.0,95616.0,9.0,1.0,7.0,0.0,3000.0,0.0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,9.0,1.0,4826.0,0.0,0.0,1.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,3.0,5.0,10772.0,5.0,0.0,0.0,0.0,0.0,0.0
3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4762.0,1.0
34.0,15.0,18.0,116.0,18.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,1.0,0.0,27232.34,0.0,0.0,0.0,0.0,0.0,1.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127045.3,0.0
70.0,0.0,1.0,4203.94,0.0,0.0,1.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,8.0,2.0,73913.0,1.0,0.0,1.0,0.0,0.0,1.0
16.0,0.0,16.0,11383.0,16.0,0.0,0.0,0.0,71160.38,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,4.0,2.0,45554.0,1.0,0.0,1.0,0.0,0.0,0.0
76.0,0.0,2.0,7187.0,0.0,0.0,2.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
